date,open,high,low,close,volume,symbol
2024-05-21,224.77,225.21,223.7,224.23,2688426,GLD
2024-05-22,223.09,223.24,219.74,220.11,6051550,GLD
2024-05-23,218.78,219.23,215.66,215.72,6350582,GLD
2024-05-24,216.96,217.21,215.74,215.92,2302056,GLD
2024-05-28,218.43,218.59,217.21,218.19,2587648,GLD
2024-05-29,216.92,217.16,216.12,216.16,2827921,GLD
2024-05-30,216.69,217.51,216.41,216.57,2092531,GLD
2024-05-31,217.77,217.96,214.65,215.3,4062509,GLD
2024-06-03,215.92,217.82,215.54,217.22,4727127,GLD
2024-06-04,216.24,216.24,214.2,215.27,4060945,GLD
2024-06-05,216.69,218.08,215.93,217.82,4159946,GLD
2024-06-06,218.36,219.97,218.1,219.43,4101263,GLD
2024-06-07,215.07,215.19,211.54,211.6,8953893,GLD
2024-06-10,213.13,214.02,212.76,213.54,3074688,GLD
2024-06-11,213.95,214.38,213.24,214.15,2725962,GLD
2024-06-12,216.47,216.55,214.2,214.72,4365799,GLD
2024-06-13,214.44,214.96,212.26,212.97,3522374,GLD
2024-06-14,215.34,216.04,214.98,215.73,4218569,GLD
2024-06-17,214.9,215.24,213.6,214.61,2697797,GLD
2024-06-18,214.38,215.83,214.04,215.47,3861718,GLD
2024-06-20,216.35,218.75,216.15,218.16,5737089,GLD
2024-06-21,217.82,217.9,214.25,214.78,6169208,GLD
2024-06-24,215.55,215.94,215.2,215.63,2960999,GLD
2024-06-25,214.96,215.31,214.12,214.56,2936209,GLD
2024-06-26,212.39,213.11,212.12,212.58,3390900,GLD
2024-06-27,214.71,215.5,214.45,214.99,3104174,GLD
2024-06-28,215.64,215.82,214.82,215.01,2602764,GLD
2024-07-01,215.25,216.0,214.48,215.57,2790091,GLD
2024-07-02,215.33,216.08,214.62,215.56,3576936,GLD
2024-07-03,217.34,218.74,217.33,217.99,3828843,GLD
2024-07-05,219.58,221.28,219.58,220.93,4218224,GLD
2024-07-08,219.64,220.04,217.41,218.19,4000254,GLD
2024-07-09,218.57,219.29,217.26,218.56,2819482,GLD
2024-07-10,220.14,220.71,219.16,219.36,4434958,GLD
2024-07-11,222.67,224.15,221.48,223.25,5666928,GLD
2024-07-12,222.03,223.62,221.86,223.11,3557711,GLD
2024-07-15,223.39,225.59,223.02,223.83,4494329,GLD
2024-07-16,225.45,228.29,225.3,228.29,7780147,GLD
2024-07-17,228.79,229.65,226.67,227.23,6002769,GLD
2024-07-18,227.66,228.32,225.57,225.78,4132282,GLD
2024-07-19,221.52,222.68,221.41,221.73,6021996,GLD
2024-07-22,221.57,221.92,220.4,221.8,3356016,GLD
2024-07-23,222.34,222.75,221.86,222.58,2561072,GLD
2024-07-24,223.47,224.88,221.74,221.8,4914244,GLD
2024-07-25,219.02,219.27,217.52,218.33,6941549,GLD
2024-07-26,219.96,221.04,219.7,220.63,4324978,GLD
2024-07-29,221.26,221.55,219.04,220.32,3422505,GLD
2024-07-30,221.41,222.92,220.35,222.52,3278147,GLD
2024-07-31,223.73,226.6,223.64,226.55,4835559,GLD
2024-08-01,226.76,227.57,225.05,225.77,5118598,GLD
2024-08-02,227.99,228.76,222.86,225.34,8134456,GLD
2024-08-05,220.56,223.1,220.24,222.48,6210590,GLD
2024-08-06,221.5,222.14,220.11,220.7,8173028,GLD
2024-08-07,221.94,222.31,220.35,220.55,3558631,GLD
2024-08-08,222.73,224.25,222.51,224.01,4482525,GLD
2024-08-09,224.82,225.28,223.82,224.56,3077634,GLD
2024-08-12,226.13,228.54,225.96,228.41,3887440,GLD
2024-08-13,228.07,228.87,227.59,228.06,3761472,GLD
2024-08-14,226.55,227.48,225.35,226.2,3402686,GLD
2024-08-15,226.51,227.5,225.12,226.91,3331443,GLD
2024-08-16,229.99,232.02,229.0,231.99,8593023,GLD
2024-08-19,230.15,231.78,229.74,231.61,3677847,GLD
2024-08-20,233.72,234.01,231.13,232.46,6783141,GLD
2024-08-21,231.69,232.87,230.48,232.15,3622395,GLD
2024-08-22,230.35,230.38,228.26,229.37,4076173,GLD
2024-08-23,231.04,232.73,230.51,232.02,4122894,GLD
2024-08-26,233.44,233.5,232.06,232.76,2124858,GLD
2024-08-27,231.69,233.47,231.57,233.39,3417122,GLD
2024-08-28,232.0,232.02,230.73,231.75,3360045,GLD
2024-08-29,231.95,233.61,231.92,232.95,3276863,GLD
2024-08-30,232.48,232.86,230.55,231.29,4161523,GLD
2024-09-03,230.38,230.54,228.52,230.29,4438685,GLD
2024-09-04,229.79,231.06,229.37,230.43,3383760,GLD
2024-09-05,232.72,232.89,231.33,232.35,3301577,GLD
2024-09-06,231.83,232.76,229.62,230.63,4613895,GLD
2024-09-09,231.26,231.62,230.39,231.6,2387477,GLD
2024-09-10,232.39,232.74,231.12,232.62,3056515,GLD
2024-09-11,231.7,232.87,231.09,232.25,3178158,GLD
2024-09-12,234.63,236.45,234.42,236.33,6977003,GLD
2024-09-13,238.13,238.98,237.75,238.68,5158141,GLD
2024-09-16,238.73,239.28,238.05,238.66,2572059,GLD
2024-09-17,238.08,238.6,236.61,237.34,3805524,GLD
2024-09-18,238.19,240.29,235.3,235.51,8777372,GLD
2024-09-19,238.24,239.52,237.39,239.17,3823928,GLD
2024-09-20,241.11,242.63,240.47,242.21,5250464,GLD
2024-09-23,242.97,243.46,242.58,242.68,4160987,GLD
2024-09-24,243.39,246.19,243.15,246.07,5549164,GLD
2024-09-25,246.19,246.47,244.79,245.73,5112452,GLD
2024-09-26,246.44,247.37,245.19,246.98,4558369,GLD
2024-09-27,246.31,246.75,244.19,245.02,5656015,GLD
2024-09-30,243.97,244.08,242.5,243.06,5046456,GLD
2024-10-01,245.2,246.98,245.06,245.61,7661118,GLD
2024-10-02,245.61,246.07,243.99,245.66,3793397,GLD
2024-10-03,244.72,245.91,243.69,245.49,4030011,GLD
2024-10-04,244.96,246.69,244.04,245.0,4156959,GLD
2024-10-07,244.58,244.82,243.81,244.17,2642924,GLD
2024-10-08,243.79,244.04,240.63,242.37,5238600,GLD
2024-10-09,241.16,241.84,240.64,241.05,2721866,GLD
2024-10-10,241.77,243.02,241.51,242.82,3417397,GLD
2024-10-11,244.5,245.92,244.47,245.47,3910348,GLD
2024-10-14,245.16,245.86,244.26,245.07,2860567,GLD
2024-10-15,244.99,246.55,244.53,245.92,3629169,GLD
2024-10-16,247.62,248.09,246.36,247.15,3565496,GLD
2024-10-17,247.75,249.06,247.62,248.63,3846215,GLD
2024-10-18,250.01,251.37,249.9,251.27,4925326,GLD
2024-10-21,252.75,253.14,250.73,251.22,5276984,GLD
2024-10-22,253.06,253.94,252.52,253.93,4159391,GLD
2024-10-23,253.02,253.18,250.2,250.87,4812267,GLD
2024-10-24,253.28,253.32,251.4,252.8,3718336,GLD
2024-10-25,252.0,253.55,251.77,253.32,3098854,GLD
2024-10-28,253.01,253.63,252.95,253.33,2669645,GLD
2024-10-29,254.49,256.29,254.23,256.09,6388004,GLD
2024-10-30,256.73,257.71,255.91,257.5,3991616,GLD
2024-10-31,255.52,255.6,252.2,253.51,6402493,GLD
2024-11-01,254.33,254.86,252.43,252.47,4161802,GLD
